XDATE;DELAY;CONTRIBUTOR;BID;ASK;FLAG
9706050215;00;GBNP;+24.100;+24.200;0
9706050241;00;DBSS;+24.140;+24.210;0
9706050252;00;BBLT;+25.850;+25.860;0
9706050258;00;AIGH;+24.000;+24.100;0
9706050322;00;SCBK;+25.835;+25.845;0
9706050326;00;ABNP;+25.838;+25.845;0
9706050327;00;TMBB;+25.835;+25.845;0
9706050329;00;AIGH;+23.750;+23.950;0
9706050331;00;HKBK;+23.900;+24.000;0
9706050333;00;TDBB;+25.835;+25.840;0
9706050338;00;AIGH;+23.850;+23.950;0
9706050341;00;CTBT;+25.838;+25.848;0
9706050341;00;BBLS;+24.830;+24.930;0
9706050342;00;BBLS;+23.830;+23.930;0
9706050342;00;BBLT;+25.830;+25.845;0
9706050342;00;DBBK;+23.800;+23.850;0
9706050342;00;DBBK;+25.800;+25.850;0
9706050343;00;DBBK;+24.800;+24.850;0
9706050343;00;DBBK;+25.830;+25.840;0
9706050350;00;AIGH;+23.800;+23.900;0
9706050356;00;HKBK;+23.880;+23.980;0
9706050404;00;HKBK;+23.900;+24.000;0
9706050407;00;ABNP;+25.832;+25.842;0
9706050409;00;ABNP;+25.831;+25.838;0
9706050411;00;HKBK;+23.910;+24.010;0
9706050411;00;MBRC;+23.800;+24.000;0
9706050420;00;DBBK;+25.835;+25.845;0
9706050431;00;ANZM;+23.800;+23.900;0
9706050434;00;HKBK;+23.900;+24.000;0
9706050442;01;AIGH;+23.860;+23.960;0
9706050503;00;AIGH;+23.850;+23.950;0
9706050504;00;AIGH;+23.800;+23.900;0
9706050504;00;HKBK;+23.880;+23.980;0
9706050507;00;AIGH;+23.900;+23.950;0
9706050507;00;UOBX;+23.800;+24.100;0
9706050519;00;CTRD;+23.900;+24.000;0
9706050519;00;CTRD;+23.850;+23.950;0
9706050520;00;HKBK;+23.920;+24.020;0
9706050521;00;MBRC;+23.900;+24.000;0
9706050532;00;SUMS;+23.940;+24.040;0
9706050540;00;UBRC;+24.000;+24.100;0
9706050547;00;AIGH;+23.950;+24.000;0
9706050548;00;HKBK;+24.000;+24.100;0
9706050549;00;HKBK;+24.030;+24.130;0
9706050549;00;GBNP;+24.000;+24.100;0
9706050550;00;BGFX;+24.000;+24.100;0
9706050559;00;ABNP;+25.825;+25.835;0
9706050607;00;TDBB;+25.825;+25.835;0
9706050608;00;EMFY;+23.900;+24.000;0
9706050609;00;NWBO;+23.900;+23.910;0
9706050611;00;SUMS;+24.000;+24.200;0
9706050612;00;HKBK;+24.000;+24.100;0
9706050613;00;MBRC;+24.000;+25.000;0
9706050615;00;CTRD;+24.000;+24.200;0
9706050616;00;BNST;+24.430;+24.440;0
9706050616;00;BNST;+28.050;+28.060;0
9706050616;00;BNST;+24.400;+24.410;0
9706050617;00;CHIC;+23.950;+24.150;0
9706050618;00;BGFX;+23.900;+24.000;0
9706050619;00;MBRC;+24.000;+24.100;0
9706050619;00;ANZS;+24.000;+24.100;0
9706050620;00;ABNP;+25.826;+25.836;0
9706050621;00;BBLT;+25.830;+25.840;0
9706050625;00;EMFY;+24.020;+24.120;0
9706050626;00;CHIC;+24.000;+24.150;0
9706050631;00;SCRS;+24.000;+24.707;0
9706050631;00;SCRS;+24.000;+24.100;0
9706050631;00;SCRS;+23.900;+24.100;0
9706050632;00;UBRC;+24.100;+24.200;0
9706050632;00;WBCM;+24.000;+24.010;0
9706050632;00;WBCM;+24.000;+24.100;0
9706050632;00;SUMS;+24.020;+24.220;0
9706050632;00;ABNP;+25.825;+25.835;0
9706050633;00;ABNP;+25.827;+25.835;0
9706050633;00;ABNP;+25.825;+25.833;0
9706050634;00;SCRS;+24.200;+24.300;0
9706050634;00;MBRC;+24.100;+24.200;0
9706050638;00;ABNP;+25.800;+25.840;0
9706050638;00;HKBK;+24.150;+24.250;0
9706050638;00;SCRS;+24.250;+24.500;0
9706050639;00;HKBK;+24.160;+24.260;0
9706050640;00;HKBK;+24.120;+24.220;0
9706050645;00;SUMS;+24.020;+24.120;0
9706050648;00;CBAX;+24.050;+24.150;0
9706050650;00;SCRS;+24.000;+24.100;0
9706050654;00;BGFX;+24.000;+24.100;0
9706050655;00;AIGH;+23.950;+24.050;0
9706050703;00;SCFE;+23.950;+24.050;0
9706050711;00;ABNP;+25.825;+25.835;0
9706050716;00;EMFY;+23.950;+24.050;0
9706050718;00;BGFX;+23.950;+24.050;0
9706050742;00;BNSV;+24.000;+24.100;0
9706050746;00;NWBO;+23.950;+23.950;0
9706050747;00;BGFX;+23.900;+24.000;0
9706050800;00;ABNP;+25.824;+25.831;0
9706050805;00;NWBO;+23.900;+23.910;0
9706050805;00;BBLH;+23.850;+23.950;0
9706050806;00;NWBO;+23.850;+23.859;0
9706050806;00;CHIC;+23.900;+24.000;0
9706050808;00;INBT;+25.830;+25.840;0
9706050809;00;SUMS;+24.920;+24.970;0
9706050810;00;SCFE;+23.900;+24.000;0
9706050810;00;SUMS;+23.920;+23.970;0
9706050811;00;SUMS;+23.950;+24.000;0
9706050814;00;SUMS;+23.940;+23.990;0
9706050816;00;HKBK;+23.920;+24.020;0
9706050816;00;SUMS;+23.900;+23.950;0
9706050816;00;HKBK;+23.940;+24.040;0
9706050821;00;AIGH;+23.850;+23.950;0
9706050825;00;MBRC;+23.900;+24.000;0
9706050834;00;AIGH;+23.830;+23.930;0
9706050838;00;CHIC;+23.910;+24.010;0
9706050845;00;CHAB;+25.825;+25.835;0
9706050847;00;SCFE;+23.880;+23.980;0
9706050852;00;MBRC;+23.950;+24.050;0
9706050853;00;HSBK;+25.820;+25.840;0
9706050854;00;CHIC;+23.970;+24.070;0
9706050857;00;NWBO;+23.950;+23.950;0
9706050926;00;SCFE;+24.040;+24.140;0
9706050936;00;WBCM;+24.010;+24.080;0
9706050943;00;NWBO;+24.030;+24.031;0
9706050943;00;NWBO;+24.000;+24.001;0
9706051016;00;BOAS;+24.000;+24.050;0
9706051108;00;CTBT;+25.815;+25.825;0
9706051111;00;WBCM;+24.020;+24.090;0
9706051111;00;SCFE;+24.030;+24.130;0
9706051134;00;SCEX;+24.100;+24.200;0
9706051136;00;WBCM;+24.000;+24.100;0
9706051240;00;NWBO;+23.900;+23.910;0
9706051241;00;SCFE;+23.850;+23.950;0
9706051245;00;BGFX;+23.850;+23.950;0
9706051303;00;NWBO;+23.850;+23.859;0
9706051312;00;SCFE;+23.860;+23.960;0
9706051346;00;CBAX;+23.900;+24.000;0
9706051346;00;CHIC;+23.900;+24.000;0
9706051357;00;EMFY;+23.900;+24.000;0
9706051443;00;BGFX;+23.900;+24.000;0
9706052126;00;ANZM;+23.950;+24.050;0
9706052338;00;MBRC;+23.950;+24.000;0
9706052338;00;MBRC;+24.000;+24.100;0
9706052354;00;MBRC;+23.900;+24.000;0
9706060012;00;HKBK;+23.950;+24.050;0
9706060028;00;BBLH;+23.900;+24.000;0
9706060028;00;ANZS;+23.900;+24.000;0
9706060030;00;BBLH;+23.800;+23.900;0
9706060032;00;HKBK;+23.800;+23.900;0
9706060044;00;GBNP;+23.750;+23.850;0
9706060045;00;UOBX;+23.750;+24.000;0
9706060049;00;INDS;+23.750;+23.850;0
9706060052;00;BBLH;+23.780;+23.880;0
9706060055;00;MBRC;+23.700;+23.800;0
9706060101;02;BBLH;+23.800;+23.900;0
9706060114;00;MBRC;+23.780;+23.880;0
9706060131;00;GBNP;+23.800;+23.900;0
9706060146;00;ABNP;+25.820;+25.840;0
9706060149;00;CTBT;+25.817;+25.827;0
9706060150;00;MBRC;+23.800;+23.900;0
9706060155;00;ANZM;+23.780;+23.880;0
9706060159;00;CTBT;+25.820;+25.830;0
9706060203;06;HKBK;+23.810;+23.910;0
9706060203;06;BBLS;+23.850;+23.900;0
9706060210;00;ABNP;+25.823;+25.833;0
9706060227;00;MBRC;+23.800;+23.850;0
9706060233;00;BLBS;+25.800;+25.850;0
9706060236;00;MBRC;+23.770;+23.870;0
9706060239;00;HKBK;+23.780;+23.880;0
9706060249;00;ABNP;+25.825;+25.835;0
9706060251;00;AIGH;+23.750;+23.850;0
9706060251;00;AIGH;+23.700;+23.800;0
9706060253;00;AIGH;+23.650;+23.750;0
9706060254;00;BBLH;+23.820;+23.920;0
9706060255;00;AIGH;+23.600;+23.700;0
9706060255;00;HKBK;+23.750;+23.850;0
9706060256;00;MBRC;+23.700;+23.850;0
9706060256;00;MBRC;+23.750;+23.850;0
9706060256;00;BBLS;+23.830;+23.880;0
9706060258;00;INBT;+25.825;+25.835;0
9706060317;00;BBLT;+25.825;+25.835;0
9706060322;00;ANZM;+23.750;+23.850;0
9706060334;00;CTBT;+25.825;+25.835;0
9706060337;00;AIGH;+23.680;+23.780;0
9706060350;00;TDBB;+25.820;+25.840;0
9706060355;00;ANZM;+23.770;+23.820;0
9706060357;00;SCBK;+25.825;+25.835;0
9706060404;00;ANZM;+23.750;+23.850;0
9706060423;00;ABNP;+25.824;+25.831;0
9706060435;00;ANZS;+23.800;+23.900;0
9706060437;00;ABNP;+25.819;+25.829;0
9706060449;00;BBLH;+23.800;+23.900;0
9706060506;00;BBLH;+23.850;+23.950;0
9706060522;00;MBRC;+23.830;+23.930;0
9706060524;00;BBLS;+23.850;+23.950;0
9706060553;00;HKBK;+23.850;+23.950;0
9706060610;00;HKSX;+25.850;+25.950;0
9706060610;00;EMFY;+23.850;+23.950;0
9706060611;00;BGFX;+23.850;+23.950;0
9706060612;00;BBLH;+23.900;+24.000;0
9706060617;00;ABNP;+25.815;+25.825;0
9706060619;00;MBRC;+23.950;+24.050;0
9706060627;00;BGFX;+23.950;+24.050;0
9706060628;-1;CHIC;+23.940;+24.040;0
9706060629;00;BGFX;+23.940;+24.040;0
9706060631;00;BBLH;+24.000;+24.100;0
9706060644;00;HKBK;+24.100;+24.200;0
9706060648;00;UBRC;+24.000;+24.100;0
9706060649;00;SCFE;+24.000;+24.100;0
9706060654;00;WBCM;+24.000;+24.070;0
9706060654;00;CBAX;+23.950;+24.050;0
9706060726;00;BBLS;+23.900;+24.000;0
9706060736;00;SBIC;+23.900;+24.000;0
9706060737;00;NWBO;+23.950;+23.950;0
9706060741;00;BBLH;+24.000;+24.050;0
9706060748;00;EMFY;+23.950;+24.050;0
9706060750;00;HKBK;+23.970;+24.070;0
9706060752;00;HKBK;+24.020;+24.120;0
9706060811;00;HKBK;+24.000;+24.100;0
9706060815;00;EMFY;+23.980;+24.080;0
9706060854;00;HKBK;+23.950;+24.100;0
9706060854;00;HKBK;+23.950;+24.050;0
9706060922;00;BOAT;+25.810;+25.830;0
9706060927;00;CTBT;+25.815;+25.825;0
9706060937;00;WBCM;+24.000;+24.100;0
9706060937;00;WBCM;+23.950;+24.050;0
9706060951;00;BGFX;+23.950;+24.050;0
9706061024;00;EMFY;+23.920;+24.020;0
9706061032;00;AIGH;+23.900;+24.000;0
9706061034;00;EMFY;+23.900;+24.000;0
9706061116;00;SCFE;+23.980;+24.080;0
9706061116;00;SCFE;+24.000;+24.100;0
9706061119;00;NWBO;+24.050;+24.051;0
9706061127;00;AIGH;+23.940;+24.040;0
9706061129;00;AIGH;+23.920;+24.020;0
9706061222;00;BGFX;+23.920;+24.020;0
9706061229;00;CHIC;+24.000;+24.100;0
9706061250;00;SCEX;+23.950;+24.050;0
9706061308;00;CHIC;+23.970;+24.070;0
9706061323;00;AIGH;+23.900;+24.000;0
9706061411;00;CHIC;+24.000;+24.100;0
9706061416;00;SCEX;+23.970;+24.070;0
9706061418;00;SCEX;+23.950;+24.050;0
9706061433;00;SCEX;+23.960;+24.060;0
9706061433;00;SCEX;+23.970;+24.070;0
9706061516;00;SCEX;+23.950;+24.050;0
9706061558;00;SCEX;+23.900;+24.005;0
9706061558;00;SCEX;+23.900;+24.000;0
9706061615;00;SCEX;+23.880;+23.980;0
9706061851;00;SCEX;+23.950;+24.050;0
9706061851;179;SCEX;+23.950;+24.050;0
9706071851;179;SCEX;+23.950;+24.050;0
9706082141;00;ANZM;+24.000;+24.100;0
9706090017;00;AIGH;+23.950;+24.050;0
9706090018;00;AIGH;+23.900;+24.000;0
9706090018;00;AIGH;+23.850;+23.950;0
9706090019;00;AIGH;+23.800;+23.900;0
9706090023;00;AIGH;+23.750;+23.850;0
9706090026;00;AIGH;+23.700;+23.800;0
9706090029;00;MBRC;+23.800;+24.000;0
9706090032;00;AIGH;+23.650;+23.750;0
9706090040;00;AIGH;+23.750;+23.850;0
9706090042;00;AIGH;+23.800;+23.900;0
9706090046;00;AIGH;+23.850;+23.950;0
9706090052;00;AIGH;+23.800;+23.900;0
9706090102;01;AIGH;+23.950;+24.000;0
9706090107;00;MBRC;+23.900;+24.000;0
9706090114;00;CTRD;+23.900;+24.000;0
9706090127;00;ANZS;+23.900;+24.000;0
9706090129;00;BOAS;+23.900;+24.000;0
9706090138;00;STTA;+25.760;+25.780;0
9706090144;00;ABNP;+25.750;+25.760;0
9706090145;00;MBRC;+23.850;+23.950;0
9706090153;00;ABNP;+25.750;+25.770;0
9706090156;00;MBRC;+23.900;+24.000;0
9706090211;00;ABNP;+25.745;+25.755;0
9706090217;00;ABNP;+25.746;+25.752;0
9706090218;00;ABNP;+25.740;+25.760;0
9706090219;00;SUMS;+23.900;+24.000;0
9706090229;00;ABNP;+25.741;+25.748;0
9706090230;00;MBRC;+23.910;+24.001;0
9706090314;00;TDBB;+25.730;+25.740;0
9706090318;00;INDS;+23.930;+24.030;0
9706090326;00;ABNP;+25.738;+25.745;0
9706090329;00;MBRC;+23.950;+24.050;0
9706090343;00;CTBT;+25.740;+25.748;0
9706090346;00;CTBT;+25.737;+25.747;0
9706090351;00;ABNP;+25.745;+25.755;0
9706090351;00;ABNP;+25.740;+25.750;0
9706090359;00;GBNP;+24.000;+24.241;0
9706090411;00;GBNP;+24.000;+24.100;0
9706090412;00;TDBB;+25.740;+25.743;0
9706090412;00;TDBB;+25.740;+25.750;0
9706090431;00;ABNP;+25.743;+25.753;0
9706090443;00;DBSS;+24.020;+24.120;0
9706090559;00;NWBO;+24.070;+24.071;0
9706090606;00;BOAS;+24.000;+24.100;0
9706090608;00;BGFX;+24.000;+24.100;0
9706090615;00;CHIC;+24.020;+24.120;0
9706090616;01;MBRC;+24.050;+24.150;0
9706090626;00;EMFY;+24.050;+24.150;0
9706090626;00;BTCO;+24.050;+24.150;0
9706090628;00;ABNP;+25.740;+25.750;0
9706090634;00;CHIC;+24.030;+24.130;0
9706090639;00;BGFX;+24.030;+24.130;0
9706090640;00;SCFE;+24.040;+24.140;0
9706090640;01;BGFX;+24.040;+24.140;0
9706090644;00;CBAX;+24.050;+24.150;0
9706090716;00;ABNP;+25.738;+25.748;0
9706090717;00;SCFE;+24.050;+24.150;0
9706090717;00;SCFE;+24.040;+24.140;0
9706090727;00;SUMS;+24.070;+24.170;0
9706090737;00;ABNP;+25.740;+25.745;0
9706090746;00;SCFE;+24.030;+24.130;0
9706090746;00;SCFE;+24.040;+24.140;0
9706090747;00;SCFE;+24.050;+24.150;0
9706090814;00;SCFE;+24.070;+24.170;0
9706090820;00;HSBK;+25.735;+25.745;0
9706090824;00;SCFE;+24.060;+24.160;0
9706090824;00;SCFE;+24.070;+24.170;0
9706090824;00;BGFX;+24.060;+24.160;0
9706090833;00;SCFE;+24.050;+24.150;0
9706090858;00;SCFE;+24.080;+24.180;0
9706090918;00;CHIC;+24.100;+24.200;0
9706090931;00;SCFE;+24.100;+24.200;0
9706090935;00;BGFX;+24.100;+24.200;0
9706090941;00;BNSV;+24.100;+24.200;0
9706090956;00;BOAS;+24.150;+24.250;0
9706091006;00;BGFX;+24.150;+24.250;0
9706091022;00;EMFY;+24.100;+24.200;0
9706091032;00;CHIC;+24.200;+24.300;0
9706091045;00;CHIC;+24.250;+24.350;0
9706091045;00;BGFX;+24.250;+24.350;0
9706091127;00;SCFE;+24.330;+24.430;0
9706091129;00;NWBO;+24.350;+24.354;0
9706091135;00;CHIC;+24.350;+24.450;0
9706091148;00;BGFX;+24.350;+24.450;0
9706091215;00;BNSV;+24.350;+24.450;0
9706091225;00;NWBO;+24.400;+24.405;0
9706091246;01;EMFY;+24.350;+24.450;0
9706091247;00;CHIC;+24.360;+24.460;0
9706091250;00;CHIC;+24.300;+24.400;0
9706091323;00;SCFE;+24.320;+24.420;0
9706091335;00;BBNF;+24.380;+24.480;0
9706091342;00;EMFY;+24.400;+24.500;0
9706091359;00;EMFY;+24.410;+24.500;0
9706091359;00;EMFY;+24.400;+24.500;0
9706091417;00;CBAX;+24.350;+24.450;0
9706091418;00;EMFY;+24.410;+24.500;0
9706091419;00;EMFY;+24.400;+24.500;0
9706091526;00;SCEX;+24.300;+24.400;0
9706091534;00;BBNF;+24.350;+24.450;0
9706091613;00;SBCN;+24.100;+24.300;0
9706091615;00;SCEX;+24.200;+24.300;0
9706091615;00;SCEX;+24.220;+24.320;0
9706091619;00;BBNF;+24.300;+24.400;0
9706092302;00;ANZM;+24.180;+24.280;0
9706092336;00;MBRC;+24.300;+24.400;0
9706092348;00;MBRC;+24.250;+24.350;0
9706100020;00;AIGH;+24.100;+24.200;0
9706100023;00;AIGH;+24.150;+24.250;0
9706100035;00;BBLH;+24.250;+24.350;0
9706100108;00;ABNP;+25.730;+25.750;0
9706100111;00;CTRD;+24.250;+24.350;0
9706100123;00;CHAB;+25.720;+25.750;0
9706100124;00;GBNP;+24.300;+24.400;0
9706100125;00;HKBK;+24.330;+24.430;0
9706100133;00;HKBK;+24.250;+24.350;0
9706100136;00;STTA;+25.720;+25.740;0
9706100141;00;ABNP;+25.725;+25.735;0
9706100142;00;SUMS;+24.250;+24.350;0
9706100143;00;GBNP;+24.250;+24.350;0
9706100231;00;HKBK;+24.240;+24.340;0
9706100241;00;ANZS;+24.240;+24.340;0
9706100249;00;BTCO;+24.240;+24.340;0
9706100256;00;OUBV;+24.240;+24.340;0
9706100312;00;SCRS;+24.200;+24.300;0
9706100319;00;BBLT;+25.728;+25.738;0
9706100320;00;GBNP;+24.220;+24.320;0
9706100323;00;CTBT;+25.728;+25.738;0
9706100346;00;TDBB;+25.730;+25.735;0
9706100416;01;SBES;+24.200;+24.300;0
9706100435;00;ANZM;+24.180;+24.380;0
9706100444;00;MBRC;+24.100;+24.200;0
9706100445;00;SCRS;+24.120;+24.220;0
9706100446;00;BBLH;+24.150;+24.250;0
9706100449;00;AIGH;+24.050;+24.150;0
9706100451;00;AIGH;+24.000;+24.100;0
9706100452;00;GBNP;+24.050;+24.150;0
9706100454;00;AIGH;+23.980;+24.080;0
9706100456;00;AIGH;+23.950;+24.050;0
9706100458;00;BBLH;+24.100;+24.200;0
9706100526;00;UBRC;+24.150;+24.250;0
9706100536;00;BGFX;+24.200;+24.300;0
9706100536;00;MBRC;+24.160;+24.260;0
9706100557;00;HKBK;+24.150;+24.250;0
9706100558;00;BBLH;+24.200;+24.300;0
9706100608;00;TDBB;+25.730;+25.750;0
9706100613;00;TDBB;+25.735;+25.750;0
9706100616;00;HKBK;+24.180;+24.280;0
9706100618;01;EMFY;+24.180;+24.280;0
9706100619;00;CHIC;+24.170;+24.270;0
9706100620;00;BGFX;+24.170;+24.270;0
9706100626;00;BLBS;+23.800;+23.900;0
9706100628;00;SCFE;+24.200;+24.300;0
9706100646;00;HKBK;+24.170;+24.270;0
9706100652;00;HKBK;+24.150;+24.250;0
9706100653;00;NWBO;+24.150;+24.152;0
9706100653;00;GBNP;+24.200;+24.300;0
9706100654;00;ABNP;+25.740;+25.750;0
9706100659;00;DBSS;+24.150;+24.250;0
9706100702;00;ABNP;+25.744;+25.752;0
9706100704;00;MBRC;+24.170;+24.270;0
9706100704;00;SCFE;+24.160;+24.260;0
9706100710;00;TDBB;+25.743;+25.753;0
9706100713;00;MBRC;+24.200;+24.250;0
9706100715;00;ABNP;+25.745;+25.755;0
9706100720;00;SCFE;+24.170;+24.270;0
9706100720;00;HKBK;+25.160;+25.260;0
9706100723;00;AIGH;+24.130;+24.230;0
9706100724;00;BBLH;+24.180;+24.280;0
9706100724;00;CHAB;+25.740;+25.750;0
9706100724;00;AIGH;+24.100;+24.200;0
9706100725;00;BBLH;+24.150;+24.250;0
9706100728;00;CBAX;+24.200;+24.300;0
9706100730;00;HKBK;+25.150;+25.250;0
9706100734;00;SCFE;+24.150;+24.250;0
9706100745;00;SCFE;+24.170;+24.270;0
9706100752;00;BBLH;+24.200;+24.300;0
9706100816;01;SCFE;+24.190;+24.290;0
9706100820;00;SCFE;+24.220;+24.320;0
9706100823;00;INBT;+25.742;+25.752;0
9706100824;00;SUMS;+24.200;+24.300;0
9706100830;00;SCFE;+24.240;+24.340;0
9706100841;00;BBLH;+24.300;+24.400;0
9706100854;00;MBRC;+24.300;+24.400;0
9706100901;00;CBAX;+24.250;+24.350;0
9706100933;00;HKBK;+25.250;+25.350;0
9706100934;00;SCFE;+24.200;+24.300;0
9706100940;00;BGFX;+24.200;+24.300;0
9706100945;01;BNSV;+24.200;+24.300;0
9706100948;00;EMFY;+24.240;+24.340;0
9706100949;00;AIGH;+24.150;+24.250;0
9706100949;00;AIGH;+24.100;+24.200;0
9706100951;00;AIGH;+24.050;+24.150;0
9706100954;00;NWBO;+24.050;+24.051;0
9706100955;00;EMFY;+24.100;+24.200;0
9706101005;00;SCFE;+24.180;+24.280;0
9706101013;00;AIGH;+24.100;+24.200;0
9706101014;00;SCFE;+24.150;+24.250;0
9706101014;00;AIGH;+24.050;+24.150;0
9706101024;00;AIGH;+24.000;+24.100;0
9706101025;00;SCFE;+24.100;+24.300;0
9706101026;00;AIGH;+24.000;+24.200;0
9706101036;00;AIGH;+23.950;+24.150;0
9706101037;00;SCFE;+24.050;+24.250;0
9706101056;00;AIGH;+23.900;+24.100;0
9706101111;00;CBAX;+24.050;+24.200;0
9706101112;00;AIGH;+24.050;+24.120;0
9706101117;00;AIGH;+24.000;+24.100;0
9706101127;00;EMFY;+24.000;+24.100;0
9706101131;00;AIGH;+23.970;+24.070;0
9706101146;00;AIGH;+24.050;+24.100;0
9706101149;00;AIGH;+24.000;+24.100;0
9706101150;00;AIGH;+24.000;+24.070;0
9706101153;00;AIGH;+23.950;+24.050;0
9706101153;00;NWBO;+23.950;+23.950;0
9706101154;00;CHIC;+24.020;+24.120;0
9706101154;00;SCFE;+24.000;+24.100;0
9706101154;00;NWBO;+23.980;+23.980;0
9706101154;00;SCFE;+24.010;+24.110;0
9706101155;00;SCFE;+24.000;+24.100;0
9706101218;00;SCEX;+24.050;+24.150;0
9706101224;01;AIGH;+24.000;+24.100;0
9706101343;00;BGFX;+24.000;+24.100;0
9706101412;00;AIGH;+23.950;+24.050;0
9706101418;00;CTBT;+25.735;+25.745;0
9706101419;00;SCEX;+24.000;+24.100;0
9706101423;00;CTBT;+25.730;+25.745;0
9706101425;00;AIGH;+23.930;+24.030;0
9706101426;00;SCFE;+23.980;+24.080;0
9706101429;00;SCEX;+24.020;+24.120;0
9706101431;00;SCEX;+23.930;+24.030;0
9706101509;00;SCFE;+24.000;+24.100;0
9706101843;00;SCEX;+23.950;+24.050;0
9706102139;00;CBAP;+24.050;+25.015;0
9706102147;00;ANZM;+24.050;+24.100;0
9706102333;00;ANZM;+24.000;+24.100;0
9706102344;00;MBRC;+24.200;+24.300;0
9706102356;00;MBRC;+24.050;+24.150;0
9706110001;00;CTRD;+24.000;+24.100;0
9706110014;00;BOAS;+23.950;+24.050;0
9706110016;00;HKBK;+23.950;+24.050;0
9706110045;00;GBNP;+24.000;+24.100;0
9706110045;01;MBRC;+23.970;+24.070;0
9706110050;00;ANZS;+23.970;+24.070;0
9706110106;00;CHAB;+25.730;+25.740;0
9706110113;00;HKBK;+23.960;+24.060;0
9706110133;00;HKBK;+23.970;+24.070;0
9706110133;00;SUMS;+23.950;+24.050;0
9706110136;00;INBT;+25.720;+25.730;0
9706110145;00;ANZM;+23.850;+24.050;0
9706110157;00;HKBK;+23.920;+24.020;0
9706110206;02;BOAS;+23.950;+24.000;0
9706110227;00;HSBK;+25.710;+25.730;0
9706110228;00;HKBK;+23.980;+24.080;0
9706110245;00;BBLH;+24.000;+24.100;0
9706110248;00;BBLH;+24.100;+24.200;0
9706110257;00;AIGH;+24.000;+24.100;0
9706110257;00;OUBV;+24.100;+24.200;0
9706110312;00;AIGH;+23.980;+24.080;0
9706110318;00;AIGH;+23.950;+24.050;0
9706110341;00;AIGH;+23.930;+24.030;0
9706110342;00;SCBK;+25.720;+25.730;0
9706110342;00;AIGH;+23.900;+24.000;0
9706110350;00;AIGH;+23.880;+23.980;0
9706110350;00;TDBB;+25.720;+25.730;0
9706110355;00;ANZM;+23.900;+24.000;0
9706110400;00;BBLS;+24.000;+24.100;0
9706110417;00;AIGH;+23.870;+23.970;0
9706110420;00;BBLS;+23.950;+24.050;0
9706110426;00;AIGH;+23.850;+23.950;0
9706110426;00;ANZM;+23.910;+24.010;0
9706110431;00;AIGH;+23.800;+23.900;0
9706110433;00;SUMS;+23.900;+24.000;0
9706110433;00;MBRC;+23.850;+23.950;0
9706110433;00;BOAS;+23.850;+23.950;0
9706110438;00;ANZM;+23.850;+23.900;0
9706110439;00;HKBK;+23.900;+24.000;0
9706110449;00;BBLS;+23.920;+24.020;0
9706110454;00;AIGH;+23.850;+23.950;0
9706110456;00;HKBK;+23.850;+23.950;0
9706110500;00;AIGH;+23.820;+23.920;0
9706110501;00;HKBK;+23.820;+23.920;0
9706110502;00;AIGH;+23.800;+23.900;0
9706110510;00;AIGH;+23.780;+23.880;0
9706110519;00;GBNP;+23.800;+23.900;0
9706110519;00;HKBK;+23.780;+23.880;0
9706110530;00;ANZM;+23.800;+23.900;0
9706110534;00;ANZS;+23.820;+23.920;0
9706110544;00;SUMS;+23.870;+23.970;0
9706110553;00;AIGH;+23.760;+23.860;0
9706110603;00;BBLH;+23.850;+23.950;0
9706110613;00;NWBO;+23.850;+23.859;0
9706110613;00;AIGH;+23.800;+23.900;0
9706110615;00;AIGH;+23.760;+23.860;0
9706110623;00;HKBK;+23.750;+23.850;0
9706110623;00;CHIC;+23.770;+23.870;0
9706110625;00;BGFX;+23.770;+23.870;0
9706110625;00;SUMS;+23.820;+23.870;0
9706110626;00;CBAX;+23.700;+23.900;0
9706110627;00;EMFY;+23.760;+23.860;0
9706110627;01;BGFX;+23.760;+23.860;0
9706110631;00;BBLS;+23.850;+23.950;0
9706110638;01;MBRC;+23.800;+23.900;0
9706110646;00;NWBO;+23.800;+23.809;0
9706110648;00;SCFE;+23.800;+23.900;0
9706110656;00;ABNP;+25.705;+25.720;0
9706110659;00;SCFE;+23.930;+24.030;0
9706110701;00;ABNP;+25.690;+25.710;0
9706110703;00;ABNP;+25.680;+25.700;0
9706110708;00;HKBK;+23.900;+24.000;0
9706110709;00;WBCM;+23.900;+24.000;0
9706110710;00;HKBK;+23.880;+23.980;0
9706110714;00;GBNP;+23.850;+23.950;0
9706110715;00;HKBK;+23.850;+23.950;0
9706110717;00;AIGH;+23.770;+23.870;0
9706110717;00;GBNP;+23.830;+23.930;0
9706110718;00;SCFE;+23.790;+23.890;0
9706110723;00;HKBK;+23.780;+23.880;0
9706110740;01;AIGH;+23.760;+23.860;0
9706110748;00;BNSV;+23.800;+23.900;0
9706110749;00;NWBO;+23.750;+23.758;0
9706110751;00;ABNP;+25.675;+25.695;0
9706110801;00;ABNP;+25.670;+25.690;0
9706110805;00;SCFE;+23.760;+23.860;0
9706110805;00;HKBK;+23.720;+23.820;0
9706110808;00;TMBB;+25.675;+25.695;0
9706110810;00;CHIC;+23.760;+23.860;0
9706110813;00;ABNP;+25.665;+25.685;0
9706110813;00;SCFE;+23.790;+23.890;0
9706110841;00;AIGH;+23.730;+23.830;0
9706110901;00;HSBK;+25.670;+25.690;0
9706110903;00;SCFE;+23.780;+23.880;0
9706110905;01;CHIC;+23.850;+23.950;0
